episode,step,hand_pos_array,cube_pos_array,pillar1_pos_array,pillar2_pos_array,pillar3_pos_array,pillar4_pos_array,destination_pos_array,finger_distance_array,pos_action_array
0,106,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.327985554933548, 3.6718851333716884e-05, 0.475003182888031]","[0.4300970435142517, 2.7789365049102344e-05, 0.4750031530857086]","[0.5600554347038269, -9.420400601811707e-07, 0.4750005900859833]","[0.6710152626037598, 9.875705291051418e-05, 0.4750004708766937]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,107,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279949426651001, 1.3762168237008154e-05, 0.47500303387641907]","[0.43007877469062805, 2.9871156584704295e-05, 0.4750004708766937]","[0.5600266456604004, -2.908787973865401e-05, 0.47500383853912354]","[0.6710206866264343, 7.13691915734671e-05, 0.4750041663646698]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,108,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279603123664856, 3.8329060771502554e-05, 0.47500333189964294]","[0.43009912967681885, 5.97956677665934e-05, 0.4750044345855713]","[0.5600466132164001, 7.87230055721011e-06, 0.4750029146671295]","[0.6709925532341003, 0.00010717332042986527, 0.4750039577484131]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,109,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279907703399658, 3.3524673199281096e-05, 0.47500309348106384]","[0.4300841689109802, 1.7214337276527658e-05, 0.4750034511089325]","[0.560050368309021, -1.1899233868462034e-05, 0.4750005900859833]","[0.6710278391838074, 8.850771700963378e-05, 0.4750016927719116]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,110,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279876410961151, 1.7592567019164562e-05, 0.47500067949295044]","[0.43008261919021606, 4.789179001818411e-05, 0.47500133514404297]","[0.5600249171257019, -2.2008931409800425e-05, 0.4750041365623474]","[0.6710032820701599, 8.207210339605808e-05, 0.4750034213066101]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,111,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32796046137809753, 4.145593266002834e-05, 0.4750041961669922]","[0.4301018714904785, 4.9214686441700906e-05, 0.4750039577484131]","[0.5600568652153015, 1.0291312719346024e-05, 0.4750039875507355]","[0.6709994673728943, 0.00010918946645688266, 0.47500306367874146]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,112,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.327998548746109, 2.18224977288628e-05, 0.475003182888031]","[0.4300762116909027, 1.1920841643586755e-05, 0.47500473260879517]","[0.56004399061203, -2.480935290805064e-05, 0.4750014543533325]","[0.6710273027420044, 7.499521598219872e-05, 0.47500336170196533]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,113,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32797420024871826, 2.2326748876366764e-05, 0.47500091791152954]","[0.43009212613105774, 5.967458491795696e-05, 0.4750029444694519]","[0.5600311756134033, -5.706806405214593e-06, 0.4750036299228668]","[0.6709960699081421, 8.970580529421568e-05, 0.47500306367874146]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,114,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32796764373779297, 4.305888433009386e-05, 0.4750038683414459]","[0.43009719252586365, 3.248773646191694e-05, 0.475003182888031]","[0.5600577592849731, 3.9537881093565375e-06, 0.47500303387641907]","[0.6710079908370972, 0.00010261455463478342, 0.4750005006790161]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,115,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32800042629241943, 1.6408132069045678e-05, 0.4750039279460907]","[0.4300784468650818, 2.3503216652898118e-05, 0.47500303387641907]","[0.5600302815437317, -2.77069557341747e-05, 0.47500309348106384]","[0.671025276184082, 7.25469653843902e-05, 0.4750041961669922]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,116,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279634416103363, 2.6385443561594002e-05, 0.47500184178352356]","[0.43009504675865173, 5.973608494969085e-05, 0.4750034213066101]","[0.560039222240448, 1.3520279935619328e-06, 0.4750029742717743]","[0.6709916591644287, 0.00010497279436094686, 0.47500357031822205]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,117,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279842734336853, 3.767470479942858e-05, 0.47500333189964294]","[0.4300970435142517, 2.7794378183898516e-05, 0.4750031530857086]","[0.5600554943084717, -9.57856173045002e-07, 0.4750005900859833]","[0.6710233092308044, 9.098289592657238e-05, 0.47500142455101013]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,118,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279949128627777, 1.4294335414888337e-05, 0.47500303387641907]","[0.43007874488830566, 2.992335066664964e-05, 0.4750004708766937]","[0.5600265860557556, -2.9065909984637983e-05, 0.4750038683414459]","[0.6710140705108643, 7.46027217246592e-05, 0.47500407695770264]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,119,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279602825641632, 3.78241493308451e-05, 0.4750032424926758]","[0.43009915947914124, 5.976131069473922e-05, 0.4750044345855713]","[0.5600466728210449, 7.925300451461226e-06, 0.4750029146671295]","[0.6709912419319153, 0.00011337040632497519, 0.47500473260879517]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,120,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279895484447479, 3.313692286610603e-05, 0.4750030040740967]","[0.43008407950401306, 1.7222124370164238e-05, 0.4750034511089325]","[0.560050368309021, -1.1978204383922275e-05, 0.4750005900859833]","[0.6710289120674133, 7.829519745428115e-05, 0.4750027358531952]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,121,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279905915260315, 1.6116249753395095e-05, 0.4750005900859833]","[0.4300827085971832, 4.791927494807169e-05, 0.47500136494636536]","[0.5600248575210571, -2.193171894759871e-05, 0.4750041365623474]","[0.6710001230239868, 8.735089795663953e-05, 0.475003182888031]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,122,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279575705528259, 4.0653321775607765e-05, 0.4750038683414459]","[0.43010181188583374, 4.917728074360639e-05, 0.4750039577484131]","[0.5600568652153015, 1.0258301699650474e-05, 0.4750039875507355]","[0.6710026264190674, 0.00010591047612251714, 0.47500112652778625]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,123,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32799696922302246, 2.783405943773687e-05, 0.4750030040740967]","[0.4300761818885803, 1.1862499377457425e-05, 0.47500473260879517]","[0.56004399061203, -2.4845925508998334e-05, 0.47500142455101013]","[0.6710289716720581, 7.24716592230834e-05, 0.4750038683414459]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,124,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279792368412018, 1.909810453071259e-05, 0.4750005304813385]","[0.43009206652641296, 5.968722689431161e-05, 0.4750029444694519]","[0.5600311160087585, -5.740288543165661e-06, 0.4750036299228668]","[0.6709931492805481, 9.691000013845041e-05, 0.47500309348106384]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,125,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32796478271484375, 4.368402005638927e-05, 0.4750041961669922]","[0.43009722232818604, 3.24787906720303e-05, 0.4750032126903534]","[0.5600577592849731, 3.976940206484869e-06, 0.47500306367874146]","[0.6710144877433777, 9.904753824230283e-05, 0.4750004708766937]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,126,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3280010521411896, 1.6123784007504582e-05, 0.47500401735305786]","[0.4300784170627594, 2.3523760319221765e-05, 0.47500303387641907]","[0.5600302219390869, -2.770980790955946e-05, 0.47500309348106384]","[0.6710212826728821, 7.144083065213636e-05, 0.4750042259693146]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,127,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279653489589691, 2.4293460228363983e-05, 0.4750014841556549]","[0.4300950765609741, 5.972268627374433e-05, 0.4750034511089325]","[0.5600392818450928, 1.3942067198513541e-06, 0.4750029742717743]","[0.6709922552108765, 0.0001073477033060044, 0.47500401735305786]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,128,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32798123359680176, 3.96251016354654e-05, 0.47500360012054443]","[0.43009695410728455, 2.776953624561429e-05, 0.47500312328338623]","[0.5600554347038269, -9.423856681678444e-07, 0.4750005900859833]","[0.6710278391838074, 8.919362153392285e-05, 0.47500160336494446]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,129,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279950022697449, 1.531961424916517e-05, 0.47500303387641907]","[0.43007880449295044, 2.9951392207294703e-05, 0.4750004708766937]","[0.5600265860557556, -2.907149973907508e-05, 0.4750038683414459]","[0.6710038781166077, 8.121173596009612e-05, 0.47500351071357727]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,130,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32796013355255127, 3.676308915601112e-05, 0.47500306367874146]","[0.43009915947914124, 5.9747522755060345e-05, 0.4750044345855713]","[0.5600466728210449, 7.938990165712312e-06, 0.4750029146671295]","[0.67099928855896, 0.00010896892490563914, 0.47500309348106384]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,131,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.327988862991333, 3.346951416460797e-05, 0.47500303387641907]","[0.43008410930633545, 1.72685304278275e-05, 0.4750034511089325]","[0.560050368309021, -1.2008039448119234e-05, 0.4750005900859833]","[0.6710275411605835, 7.532746531069279e-05, 0.47500327229499817]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,132,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279910087585449, 1.6177822544705123e-05, 0.47500061988830566]","[0.43008267879486084, 4.7870242269709706e-05, 0.47500136494636536]","[0.5600247979164124, -2.1930187358520925e-05, 0.4750041365623474]","[0.670997142791748, 8.95773118827492e-05, 0.47500306367874146]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,133,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32795754075050354, 4.041253851028159e-05, 0.47500383853912354]","[0.43010181188583374, 4.913524753646925e-05, 0.4750039577484131]","[0.5600568652153015, 1.0254338121740147e-05, 0.4750039875507355]","[0.6710073351860046, 0.0001023689765133895, 0.4750005900859833]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,134,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279966413974762, 2.844650953193195e-05, 0.4750029742717743]","[0.4300761818885803, 1.1908035958185792e-05, 0.47500473260879517]","[0.5600439310073853, -2.4878720068954863e-05, 0.47500142455101013]","[0.6710255742073059, 7.292986265383661e-05, 0.4750041365623474]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,135,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32797977328300476, 1.8918222849606536e-05, 0.4750005304813385]","[0.43009212613105774, 5.973389488644898e-05, 0.4750029444694519]","[0.5600311756134033, -5.653479092870839e-06, 0.4750036299228668]","[0.6709921360015869, 0.00010382931213825941, 0.4750034511089325]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,136,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32796454429626465, 4.371751128928736e-05, 0.47500425577163696]","[0.43009716272354126, 3.242506500100717e-05, 0.4750032126903534]","[0.5600577592849731, 3.986880983575247e-06, 0.47500306367874146]","[0.671021580696106, 9.241500083589926e-05, 0.4750012457370758]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,137,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32800114154815674, 1.605814577487763e-05, 0.47500404715538025]","[0.4300784170627594, 2.3530825274065137e-05, 0.47500303387641907]","[0.5600302219390869, -2.7706069886335172e-05, 0.47500309348106384]","[0.6710157990455627, 7.381491013802588e-05, 0.47500404715538025]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,138,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.327965646982193, 2.444316487526521e-05, 0.4750014841556549]","[0.4300950765609741, 5.973711813567206e-05, 0.4750034511089325]","[0.560039222240448, 1.364632225886453e-06, 0.4750029742717743]","[0.6709902286529541, 0.00011353840091032907, 0.4750048816204071]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,139,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32798096537590027, 3.945874414057471e-05, 0.47500360012054443]","[0.43009698390960693, 2.7699163183569908e-05, 0.47500312328338623]","[0.5600554943084717, -9.568593668518588e-07, 0.4750005900859833]","[0.6710292100906372, 7.89718542364426e-05, 0.475002646446228]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,140,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279949128627777, 1.5578400052618235e-05, 0.47500303387641907]","[0.43007877469062805, 2.9996081138961017e-05, 0.4750004708766937]","[0.5600265264511108, -2.9065486160106957e-05, 0.4750038683414459]","[0.6709980964660645, 9.051365486811846e-05, 0.4750024974346161]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,141,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32796013355255127, 3.661403388832696e-05, 0.47500303387641907]","[0.4300991892814636, 5.971996142761782e-05, 0.4750044345855713]","[0.5600467324256897, 7.917955372249708e-06, 0.4750029146671295]","[0.6710072755813599, 0.00010146680870093405, 0.4750007092952728]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,142,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279886841773987, 3.3605945645831525e-05, 0.47500303387641907]","[0.4300840198993683, 1.7197156921611167e-05, 0.4750034511089325]","[0.560050368309021, -1.2002118637610693e-05, 0.4750005900859833]","[0.6710256934165955, 7.319245196413249e-05, 0.47500407695770264]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,143,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32799118757247925, 1.613530366739724e-05, 0.4750008285045624]","[0.4300827085971832, 4.798053851118311e-05, 0.47500136494636536]","[0.5600248575210571, -2.195356137235649e-05, 0.4750041365623474]","[0.6709929704666138, 0.00010280856804456562, 0.47500330209732056]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,144,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32795754075050354, 4.0380149584962055e-05, 0.47500383853912354]","[0.43010181188583374, 4.908880146103911e-05, 0.4750039577484131]","[0.5600568652153015, 1.0263644071528688e-05, 0.4750039875507355]","[0.6710192561149597, 9.412797226104885e-05, 0.4750010073184967]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,145,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279963731765747, 2.859788219211623e-05, 0.47500288486480713]","[0.4300762414932251, 1.1988660844508559e-05, 0.47500473260879517]","[0.56004399061203, -2.485613185854163e-05, 0.47500142455101013]","[0.671018123626709, 7.311244553420693e-05, 0.47500401735305786]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,146,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32798004150390625, 1.8907237972598523e-05, 0.4750005304813385]","[0.43009209632873535, 5.967087054159492e-05, 0.4750029444694519]","[0.5600311160087585, -5.694417268387042e-06, 0.4750036299228668]","[0.6709895730018616, 0.0001131183234974742, 0.4750049412250519]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,147,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279643952846527, 4.366072971606627e-05, 0.47500425577163696]","[0.43009716272354126, 3.250560985179618e-05, 0.4750032126903534]","[0.5600578188896179, 3.982831913162954e-06, 0.47500306367874146]","[0.6710293292999268, 7.993620965862647e-05, 0.4750027060508728]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,148,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3280012309551239, 1.601966687303502e-05, 0.47500404715538025]","[0.4300784170627594, 2.3533539206255227e-05, 0.47500303387641907]","[0.5600302219390869, -2.771280924207531e-05, 0.47500309348106384]","[0.6709989309310913, 8.916559454519302e-05, 0.4750027358531952]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,149,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32796579599380493, 2.447042970743496e-05, 0.4750015139579773]","[0.4300951063632965, 5.9723541198763996e-05, 0.4750034511089325]","[0.5600392818450928, 1.3805060916638467e-06, 0.4750029742717743]","[0.6710056662559509, 0.00010239279072266072, 0.4750007092952728]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
